;inn;case_number;law_court;why;argument;why_argument;результат;УФНС;Категория спора;Наименование НП;Предмет спора;Общая сумма исковых требований (руб);причины;последствия
46;-;А41-57693/2021;ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ;объект налогообложения;Исходя из взаимосвязанных положений пункта 1 статьи 30, статьи 33, пункта 1 статьи 82 Налогового кодекса законная цель реализации полномочий налоговыми органами, включая полномочия по проведению мероприятий налогового контроля, состоит в обеспечении правильности исчисления, полноты и своевременности уплаты (перечисления) налогов и иных обязательных платежей в бюджетную систему Российской Федерации. 7 Проверка правильности определения условий и исполнения гражданскоправовых договоров налогоплательщиком в отношениях с его контрагентами не относится к полномочиям налоговых органов, если это не связано с оценкой соблюдения налогоплательщиком законодательства о налогах и сборах и достижением вышеназванной цели. С учетом положений пункта 2 статьи 22 Налогового кодекса при реализации своих полномочий налоговые органы, во всяком случае, обязаны обеспечивать права налогоплательщиков, то есть действовать добросовестно, учитывая законные интересы плательщиков налогов, не допуская создание условий для взимания налогов сверх того, что требуется по закону (определения Судебной коллегии по экономическим спорам Верховного Суда Российской Федерации от 23.05.2022 № 306-ЭС21-26423, от 28.02.2020 № 309-ЭС19-21200, от 30.09.2019 № 305-ЭС19-9969, от 16.02.2018 № 302-КГ17-16602, от 03.08.2018 № 305-КГ18-4557). При рассмотрении дела судами установлено, что обществом соблюдены все предусмотренные статьей 169, статьями 171 – 172 Налогового кодекса условия для принятия к вычету сумм НДС, предъявленных контрагентами. Экономический источник для вычета (возмещения) налога в бюджете создан, поскольку суммы НДС, выделенные в счетах-фактурах по ставке 20 процентов, контрагентами отражены к уплате в бюджет. Со стороны инспекции данные обстоятельства в ходе рассмотрения дела не оспаривались и объективно ничем не опровергнуты. ;помимо факта наличия или отсутствия экономического источника для вычета (возмещения) НДС налогоплательщиком покупателем, к обстоятельствам, подлежащим установлению при оспаривании правомерности применения налоговых вычетов относится реальность приобретения товаров (работ, услуг) налогоплательщиком для осуществления своей облагаемой налогом деятельности, и то, преследовал ли налогоплательщик покупатель цель уклонения от налогообложения в результате согласованных с иными лицами действий, знал или должен был знать о допущенных этими лицами нарушениях;в пользу налогоплательщика;МО;НП к НО;АО НПО Лавочкина;КНП;-;вычеты;отказ в возврате/зачете
47;5045065631;А41-80726/2020;ДЕСЯТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"Как следует из материалов дела, ООО ""МИХНЕВСКАЯ ПТИЦЕФАБРИКА"" создано путем реорганизации в форме преобразования правопредшественника АОЗТ «Михневская прицефабрика». На основании пункта 9 статьи 50 НК РФ при преобразовании одного юридического лица в другое правопреемником реорганизованного юридического лица в части исполнения обязанностей по уплате налогов признается вновь возникшее юридическое лицо. Согласно пункту 1 статьи 50 Кодекса, обязанность по уплате налогов реорганизованного юридического лица исполняется его правопреемником (правопреемниками) в порядке, установленном указанной статьей, в частности: правопреемник (правопреемники) реорганизованного юридического лица при исполнении возложенных на него обязанностей по уплате налогов пользуется всеми правами, исполняет все обязанности в порядке, предусмотренном Налоговым кодексом для налогоплательщиков (пункт 2 статьи 50 Кодекса). Правопредшественник заявителя АОЗТ «Михневская прицефабрика» с 13 февраля 2003 по 20 ноября 2019 находилось в процедуре банкротстве (дело Арбитражного суда Московской области № А41-14387/2002). Решением Арбитражного суда Московской области от 13.02.2003 г. АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА «МИХНЕВСКАЯ ПТИЦЕФАБРИКА» (ИНН 5045002470, ОРГН 1035009150770) признано несостоятельным (банкротом), в отношении него открыто конкурсное производство. ";на основании пункта 9 статьи 50 НК РФ при преобразовании одного юридического лица в другое правопреемником реорганизованного юридического лица в части исполнения обязанностей по уплате налогов признается вновь возникшее юридическое лицо;в пользу налогоплательщика;МО;НП к НО;"ООО ""Михневская птицефабрика""";ст. 47 НК РФ;-;недоимка;доначисление
48;5045065631;А41-80726/2020;ДЕСЯТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В силу части 2 статьи 268 АПК РФ дополнительные доказательства принимаются арбитражным судом апелляционной инстанции, если лицо, участвующее в деле, обосновало невозможность их представления в суд первой инстанции по причинам, не зависящим от него, в том числе в случае, если судом первой инстанции было отклонено ходатайство об истребовании доказательств, и суд признает эти причины уважительными. В соответствии с пунктом 29 постановления Пленума Верховного Суда РФ от 30.06.2020 N 12 ""О применении Арбитражного процессуального кодекса Российской Федерации при рассмотрении дел в арбитражном суде апелляционной инстанции"" поскольку арбитражный суд апелляционной инстанции на основании статьи 268 АПК РФ повторно рассматривает дело по имеющимся в материалах дела и дополнительно представленным доказательствам, то при решении вопроса о возможности принятия новых доказательств, в том числе приложенных к апелляционной жалобе или отзыву на апелляционную жалобу, он определяет, была ли у лица, представившего доказательства, возможность их представления в суд первой инстанции или заявитель не представил их по независящим от него уважительным причинам. Между тем, истцом не обоснованы уважительные причины невозможности представления дополнительных документов суду первой инстанции. В этой связи, приложенные к апелляционной жалобе дополнительные документы возвращены заявителю апелляционной жалобы. Выслушав представителей сторон и повторно исследовав и оценив в совокупности все имеющиеся в материалах дела письменные доказательства, изучив доводы апелляционной жалобы, арбитражный апелляционный суд не нашел оснований, предусмотренных статьей 270 Арбитражного процессуального кодекса Российской Федерации, для изменения или отмены обжалуемого судебного акта. Как следует из материалов дела, ООО ""МИХНЕВСКАЯ ПТИЦЕФАБРИКА"" создано путем реорганизации в форме преобразования правопредшественника АОЗТ «Михневская прицефабрика». На основании пункта 9 статьи 50 НК РФ при преобразовании одного юридического лица в другое правопреемником реорганизованного юридического лица в части исполнения обязанностей по уплате налогов признается вновь возникшее юридическое лицо. Согласно пункту 1 статьи 50 Кодекса, обязанность по уплате налогов реорганизованного юридического лица исполняется его правопреемником (правопреемниками) в порядке, установленном указанной статьей, в частности: правопреемник (правопреемники) реорганизованного юридического лица при исполнении возложенных на него обязанностей по уплате налогов пользуется всеми правами, исполняет все обязанности в порядке, предусмотренном Налоговым кодексом для налогоплательщиков (пункт 2 статьи 50 Кодекса). ";на основании пункта 9 статьи 50 НК РФ при преобразовании одного юридического лица в другое правопреемником реорганизованного юридического лица в части исполнения обязанностей по уплате налогов признается вновь возникшее юридическое лицо;в пользу налогоплательщика;МО;НП к НО;"ООО ""Михневская птицефабрика""";ст. 47 НК РФ;-;недоимка;доначисление
49;3810058445;А19-9141/2022;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Между тем, как правильно установлено судом, налоговый орган не привел правовых оснований для включения в налоговую базу по налогу, уплачиваемому в связи применением упрощенной системы налогообложения, за 2018 год доходов, полученных ООО «Альянсмаркет» в качестве заемных средств в сумме 12035153 руб. (соглашение о новации от 29.12.2018 года). ;объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;3800;НП к НО;"ООО ""Регионторг""";КНП;2474535;документы (информация);доначисление
50;3810058445;А19-9141/2022;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Кроме того, в решении суда не указано, какие конкретно нормы налогового законодательства управлением нарушены. Управление считает ошибочным вывод суда первой инстанции о том, что вышестоящим налоговым органом не дана соответствующая оценка доводам налогоплательщика в отношении соглашения о новации обязательств с ООО «Альянс Маркет», поскольку из текста решения управления от 27.01.2022 № 26-13/001320@ (на странице 4) следует, что вышестоящим налоговым органом данное доказательство рассматривалось, однако не было признано достаточным для установления характера поступивших на расчетный счет налогоплательщика денежных средств. Апеллянт считает, что вывод суда о том, что управление устранилось от оценки представленных доказательств, что существенно нарушило права налогоплательщика, является необоснованным, не соответствующим имеющимся в деле доказательствам. По мнению апеллянта, принятый по делу судебный акт содержит выводы о незаконности решения управления от 27.01.2022 № 26-13/001320@ при отсутствии ссылок и указаний на конкретные номы права, которым вышеназванное решение вышестоящего налогового органа не соответствует. Заявитель в отзыве с доводами апелляционной жалобы не согласился. ;объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;3800;НП к НО;"ООО ""Регионторг""";КНП;2474535;документы (информация);доначисление
51;3810058445;А19-9141/2022;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;При этом по контрагенту ООО «АльянсМаркет» налоговый орган отказал в признании денежной суммы в размере 12 035 153 рублей, новированной в заем, так как ООО «АльянсМаркет» не представило соглашение о новации. Согласно ст. ;объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;3800;НП к НО;"ООО ""Регионторг""";КНП;2474535;документы (информация);доначисление
52;3816007101;А19-20554/2021;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;При этом в силу прямого указания, содержащегося в абзаце третьем пункта 1 8 статьи 47 Налогового кодекса Российской Федерации право на обращение в суд может быть реализовано налоговым органом в течение двух лет со дня истечения соответственно срока исполнения требования об уплате налога, сроков, указанных в абзацах третьем и четвертом пункта 3 статьи 46 настоящего Кодекса. Подпунктом 1 пункта 1 статьи 146 НК РФ предусмотрено, что объектом налогообложения налогом на добавленную стоимость признается реализация товаров (работ, услуг) на территории Российской Федерации, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав. ;объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;3800;НО к НП;Соловьев А.Н.;ст. 46 НК РФ;171000;документы (информация);доначисление
53;326022754;А10-5075/2021;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В соответствии с пунктом 1 статьи 146 НК РФ объектом налогообложения по НДС признается, в частности, реализация товаров (работ, услуг) на территории Российской Федерации, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав. В соответствии с пунктом 1 статьи 171 НК РФ налогоплательщик имеет право уменьшить общую сумму налога, исчисленную в соответствии со статьей 166 Кодекса, на установленные налоговые вычеты. Согласно пункту 2 статьи 171 НК РФ вычетам подлежат суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), а также имущественных прав на территории Российской Федерации либо уплаченные налогоплательщиком при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, в таможенных процедурах выпуска для внутреннего потребления (включая суммы налога, уплаченные или подлежащие уплате налогоплательщиком по истечении 180 календарных дней с даты выпуска товара в соответствии с таможенной процедурой выпуска для внутреннего потребления при завершении действия таможенной процедуры свободной таможенной зоны на территории Особой экономической зоны в Калининградской области), переработки для внутреннего потребления, временного ввоза и переработки вне таможенной территории, либо при ввозе товаров, перемещаемых через границу Российской Федерации без таможенного оформления, в отношении: 1) товаров (работ, услуг), а также имущественных прав, приобретаемых для осуществления операций, признаваемых объектами налогообложения в соответствии с главой 21 НК РФ, за исключением товаров, предусмотренных пунктом 2 статьи 170 НК РФ; 2) товаров (работ, услуг), приобретаемых для перепродажи. Пунктом 1 статьи 172 НК РФ (в редакции, действовавшей в проверяемом периоде) установлено, что налоговые вычеты, предусмотренные статьей 171 НК РФ, производятся на основании счетов-фактур, выставленных продавцами при приобретении налогоплательщиком товаров (работ, услуг), имущественных прав, документов, подтверждающих фактическую уплату сумм налога при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, документов, подтверждающих уплату сумм налога, удержанного налоговыми агентами, либо на основании иных документов в случаях, предусмотренных пунктами 3, 6 8 статьи 171 НКРФ. ";объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;0300;НП к НО;"ООО ""СЕВЕРОМУЙСКИЙ ТОННЕЛЬ-2""";КНП;551607;вычеты;доначисление
54;326022754;А10-5075/2021;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В соответствии с пунктом 1 статьи 146 НК РФ объектом налогообложения по НДС признается, в частности, реализация товаров (работ, услуг) на территории Российской Федерации, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав. В соответствии с пунктом 1 статьи 171 НК РФ налогоплательщик имеет право уменьшить общую сумму налога, исчисленную в соответствии со статьей 166 Кодекса, на установленные налоговые вычеты. Согласно пункту 2 статьи 171 НК РФ вычетам подлежат суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), а также имущественных прав на территории Российской Федерации либо уплаченные налогоплательщиком при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, в таможенных процедурах выпуска для внутреннего потребления (включая суммы налога, уплаченные или подлежащие уплате налогоплательщиком по истечении 180 календарных дней с даты выпуска товара в соответствии с таможенной процедурой выпуска для внутреннего потребления при завершении действия таможенной процедуры свободной таможенной зоны на территории Особой экономической зоны в Калининградской области), переработки для внутреннего потребления, временного ввоза и переработки вне таможенной территории, либо при ввозе товаров, перемещаемых через границу Российской Федерации без таможенного оформления, в отношении: 1) товаров (работ, услуг), а также имущественных прав, приобретаемых для осуществления операций, признаваемых объектами налогообложения в соответствии с главой 21 НК РФ, за исключением товаров, предусмотренных пунктом 2 статьи 170 НК РФ; 2) товаров (работ, услуг), приобретаемых для перепродажи. ";объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;0300;НП к НО;"ООО ""СЕВЕРОМУЙСКИЙ ТОННЕЛЬ-2""";КНП;551607;вычеты;доначисление
55;326022754;А10-5075/2021;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В соответствии с пунктом 1 статьи 146 НК РФ объектом налогообложения по НДС признается, в частности, реализация товаров (работ, услуг) на территории Российской Федерации, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав. В соответствии с пунктом 1 статьи 171 НК РФ налогоплательщик имеет право уменьшить общую сумму налога, исчисленную в соответствии со статьей 166 Кодекса, на установленные налоговые вычеты. Согласно пункту 2 статьи 171 НК РФ вычетам подлежат суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), а также имущественных прав на территории Российской Федерации либо уплаченные налогоплательщиком при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, в таможенных процедурах выпуска для внутреннего потребления (включая суммы налога, уплаченные или подлежащие уплате налогоплательщиком по истечении 180 календарных дней с даты выпуска товара в соответствии с таможенной процедурой выпуска для внутреннего потребления при завершении действия таможенной процедуры свободной таможенной зоны на территории Особой экономической зоны в Калининградской области), переработки для внутреннего потребления, временного ввоза и переработки вне таможенной территории, либо при ввозе товаров, перемещаемых через границу Российской Федерации без таможенного оформления, в отношении: 1) товаров (работ, услуг), а также имущественных прав, приобретаемых для осуществления операций, признаваемых объектами налогообложения в соответствии с главой 21 НК РФ, за исключением товаров, предусмотренных пунктом 2 статьи 170 НК РФ; 2) товаров (работ, услуг), приобретаемых для перепродажи. Пунктом 1 статьи 172 НК РФ (в редакции, действовавшей в проверяемом периоде) установлено, что налоговые вычеты, предусмотренные статьей 171 НК РФ, производятся на основании счетов-фактур, выставленных продавцами при приобретении налогоплательщиком товаров (работ, услуг), имущественных прав, документов, подтверждающих фактическую уплату сумм налога при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, документов, подтверждающих уплату сумм налога, удержанного налоговыми агентами, либо на основании иных документов в случаях, предусмотренных пунктами 3, 6 8 статьи 171 НКРФ. 8 Вычетам подлежат, если иное не установлено статьей 172 НК РФ, только суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), имущественных прав на территории Российской Федерации, либо фактически уплаченные ими при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, после принятия на учет указанных товаров (работ, услуг), имущественных прав с учетом особенностей, предусмотренных статьей 172 НК РФ, и при наличии соответствующих первичных документов. ";объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;0300;НП к НО;"ООО ""СЕВЕРОМУЙСКИЙ ТОННЕЛЬ-2""";КНП;551607;вычеты;доначисление
56;326022754;А10-5075/2021;ЧЕТВЕРТЫЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В силу статьи 143 Налогового кодекса Российской Федерации общество является плательщиком налога на добавленную стоимость. Согласно пункту 1 статьи 39 НК РФ реализацией товаров, работ или услуг организацией или индивидуальным предпринимателем признается соответственно передача на возмездной основе (в том числе обмен товарами, работами или услугами) права собственности на товары, результатов выполненных работ одним лицом для другого лица, возмездное оказание услуг одним лицом другому лицу, а в случаях, предусмотренных данным Кодексом, передача права собственности на товары, результатов выполненных работ одним лицом для другого лица, оказание услуг одним лицом другому лицу на безвозмездной основе. 7 В соответствии с пунктом 1 статьи 146 НК РФ объектом налогообложения по НДС признается, в частности, реализация товаров (работ, услуг) на территории Российской Федерации, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав. В соответствии с пунктом 1 статьи 171 НК РФ налогоплательщик имеет право уменьшить общую сумму налога, исчисленную в соответствии со статьей 166 Кодекса, на установленные налоговые вычеты. Согласно пункту 2 статьи 171 НК РФ вычетам подлежат суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), а также имущественных прав на территории Российской Федерации либо уплаченные налогоплательщиком при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, в таможенных процедурах выпуска для внутреннего потребления (включая суммы налога, уплаченные или подлежащие уплате налогоплательщиком по истечении 180 календарных дней с даты выпуска товара в соответствии с таможенной процедурой выпуска для внутреннего потребления при завершении действия таможенной процедуры свободной таможенной зоны на территории Особой экономической зоны в Калининградской области), переработки для внутреннего потребления, временного ввоза и переработки вне таможенной территории, либо при ввозе товаров, перемещаемых через границу Российской Федерации без таможенного оформления, в отношении: 1) товаров (работ, услуг), а также имущественных прав, приобретаемых для осуществления операций, признаваемых объектами налогообложения в соответствии с главой 21 НК РФ, за исключением товаров, предусмотренных пунктом 2 статьи 170 НК РФ; 2) товаров (работ, услуг), приобретаемых для перепродажи. Пунктом 1 статьи 172 НК РФ (в редакции, действовавшей в проверяемом периоде) установлено, что налоговые вычеты, предусмотренные статьей 171 НК РФ, производятся на основании счетов-фактур, выставленных продавцами при приобретении налогоплательщиком товаров (работ, услуг), имущественных прав, документов, подтверждающих фактическую уплату сумм налога при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, документов, подтверждающих уплату сумм налога, удержанного налоговыми агентами, либо на основании иных документов в случаях, предусмотренных пунктами 3, 6 8 статьи 171 НКРФ. 8 Вычетам подлежат, если иное не установлено статьей 172 НК РФ, только суммы налога, предъявленные налогоплательщику при приобретении товаров (работ, услуг), имущественных прав на территории Российской Федерации, либо фактически уплаченные ими при ввозе товаров на территорию Российской Федерации и иные территории, находящиеся под ее юрисдикцией, после принятия на учет указанных товаров (работ, услуг), имущественных прав с учетом особенностей, предусмотренных статьей 172 НК РФ, и при наличии соответствующих первичных документов. В соответствии с пунктом 1 статьи 173 НК РФ сумма налога, подлежащая уплате в бюджет, исчисляется по итогам каждого налогового периода, как уменьшенная на сумму налоговых вычетов, предусмотренных статьей 171 НК РФ (в том числе налоговых вычетов, предусмотренных пунктом 3 статьи 172 НК РФ), общая сумма налога, исчисляемая в соответствии со статьей 166 НК РФ и увеличенная на суммы налога восстановленного в соответствии с главой 21 НК РФ. ";объектом обложения НДС признаются реализация товаров (работ, услуг) на территории РФ, в том числе реализация предметов залога и передача товаров (результатов выполненных работ, оказание услуг) по соглашению о предоставлении отступного или новации, а также передача имущественных прав;в пользу налогоплательщика;0300;НП к НО;"ООО ""СЕВЕРОМУЙСКИЙ ТОННЕЛЬ-2""";КНП;551607;вычеты;доначисление
